comments
整部片子因为希斯·莱杰的死而高度过誉，而且真心没觉得希斯·莱杰的表演有多好。小丑这个角色本身并没有什么发挥余地，作为一个反派心理还是太单薄了些，什么表演也撑不起来。编剧其实比较大条，关于善恶的讨论还到不了哲学层次，关于行善行恶的手段、转化、对比，比这个好的一箩筐。
“有些人并不喜欢那些常人偏爱的东西，比如金钱，他们不被收买、不会被恐吓、不可理喻、更不接受谈判，有些人就想看人间地狱。” 也只有蝙蝠侠，才能让小丑变得完整。无尽的黑暗。
整部片子，逻辑混乱，剪辑无序，故事情节夸张。看完我只记得那个犯人把炸弹控制器扔入船外那一个片断。
拍这些电影真是浪费资金啊……
Batman是最不漫画的漫画英雄，也正因为这一点，使之最有可能成为跨越犯罪剧情片和漫画英雄片界限的特例。而这一次，编导精准的抓到了这一点，把这部电影打造得丰富严谨又酷劲十足，无论是满足视听还是人性复杂层面的挖掘上都做到了堪称完美！
这片儿不提最佳影片合情合理啊！Maggie Gyllenhaal不适合这个角色。小丑的戏还算不错。可是木有心理剪辑还能叫诺兰么？吐槽中国到这个程度，无怪不能引进。
当之无愧最出色的商业电影！
什么侠不看 蝙蝠侠不能不看！
瑞秋怎么能丑成这样啊，满脸的褶子
对情感的描写太泛泛，而动作镜头也没有那么精彩。小丑确实是其中演得最好的了。
即使这是我最讨厌的电影类型，也必须赞叹一句导演技法的纯熟，完成度之高。这已经不是普通的超级英雄电影了。
从此无人再敢挑战漫画英雄电影的巅峰，包括诺兰本人
我明白为什么会一而再再而三的看睡着而不喜欢这个系列了：丫一边想要玩阴暗绝望一边又把态度端着，唧唧歪歪整个一事儿妈~
绝对是杰作，大陆上不了院线在广电的耻辱柱上划了浓墨重彩的一笔～
08年最好的一部片子。
"纵然人们污蔑他、陷害他、诋毁他，他也始终坚守内心的信仰。
面对无数的指责和误解，他依然坚持做一个好人。
人们不理解他为什么凌驾于法律之上，不理解他为什么殴打警察……
无论你为他们做了多少，永远有人不识好人心。
不能因为有人黑你，你就放弃，或者黑化。
骂声再多，困难再大，他永远不忘初心。
卧薪尝胆，忍辱负重，背负诋毁和指责前行，换世间美好和安定。
因为世界上只有一种真正的英雄主义，就是认识生活的真相后依然爱它。
他不在乎人们的看法，永远去做别人不会去做的正确的抉择。
即便人们会因此恨他，但这才是蝙蝠侠。
从当初卸任、把拯救世界的希望寄托在别人身上，到后来身披铠甲、战斗到底，这正是英雄比反派更加伟大的原因。
他不仅仅是想当个英雄，他想比英雄做得更多。
正如诺兰拍的不仅仅是超英片，更是一部力透纸背的人性史诗。"
也没牛逼到那种地步，剧情不少牵强之处，整体气氛确实强悍
惊见越狱FBI。。。诺兰我爱你！莱杰我爱你！小丑我更爱你！！！
这是蝙蝠侠电影系列中的巅峰之作，无与伦比。无可否认，无论是希斯莱杰的重低音假声“Why so serious？！”还是克里斯蒂安诺兰的“Why you want to kill me！”，每个演员的表现都很到位。黑暗，矛盾，残忍，混乱，人性的阴暗面。。。我们每个人都是小丑。。。
每隔十年都会出一部票房口碑双丰收的大作。十年前的《泰坦尼克》，08年的《黑暗骑士》。
哪有那么好看啊  
也就那辆摩托车还凑和
2011-10-15 诺兰硬是把一部动作片搞的很哲学，so，有点失败。
这一部太黑暗了，但精彩无以复加
补记：都说三部里面第二部最佳 细想确实如此 毕竟忍者大师和贝恩都有人间羁绊 固定指向的动机 是不可能与小丑那种纯粹的恶相提并论的 另一方面 一三两部的反派在肉搏武功上 同出一门 各较长短 而小丑则完全是凭着超群智力和疯狂 将蝙蝠压制得服服帖帖 黑化一人残杀一人 最终令蝙蝠自我放逐八年 难超越
甩普通英雄片一个宇宙
时隔许久重看，终于明白这部完美的犯罪电影，一秒钟都没有浪费。蝙蝠侠击败小丑，小丑却毁灭希望，黎明之前的黑暗到底有多长？怀念希斯·莱杰。
"很久没看过这么老套的商业电影了 
　　从来不喜欢蝙蝠侠 小时候都没有喜欢过 
　　这么肤浅的正义与邪恶的英雄主义 就是打架杀人外加噱头式的台词 
　　用科技糊弄眼睛 没有任何意义
"
"看的时候感觉非常压抑。我不知道他们是怎么拍出这种压抑感的，但是整个电影无疑代表了电影技术和艺术的最新水平。
"
我在巴黎和中国电影资料馆一共看了三遍胶片拷贝放映。可惜没能看成IMAX版。
重温，观感更差了，空洞、乏味、无聊、腻歪，恕我欣赏无能，再扣1星。
"诺兰的贝尔牌蝙蝠侠最牛逼之处在于塑造了一个无超能的苦行僧式黑暗英雄。贯穿的主题是：一个人如何克服内心的恐惧和恶（前传中建立了他对世界不信任的根源，如何痛苦的克服它并选择用善对待世界。）所谓正义是相较于世人定义的丑恶暴力才会存在的，而选择哪一种方式对待世界才是对的？于是小丑出现了
"
史诗
人的恶念就像地心引力，只需轻轻推上一把～大片儿且有品
好过瘾啊要是可以在电影院看就更爽了
快十年过去，终于敢看这部片子了，但是他一出场，还是忍不住落泪啊……
伟大、通俗又深刻的商业殿堂级佳作。【电影资料馆】
最棒的一部超级英雄的电影，带着看无脑片的心情看到了诺兰的惊喜。隐喻影射着我们的社会，好电影就是能把现实生活的不完美巧妙告诉你。
tim burton的batman是带着他诡异的幽默感的东西；而nolan的batman则是让人感觉满满，持续移动联通着的快感。
真的很棒，不仅仅是动作场面，更触及人性。Heath的表演太精彩，愿他安息。
11-3-2009 6:30pm imax & 28-2-2009 6:30pm imax & 25-1-2009 6:30pm imax & 5-11-2008 5:50pm imax & 20-10-2008 9:40pm imax & 13-10-2008 9:40pm i
也许不值9.6分，也许不值第一的名号，但是已经是具有里程碑意义的佳作
挚爱希斯莱杰，永远的小丑，无人可超越。癫狂的演技，已分不清那是戏还是人
我觉得没那么好看
启蒙我的电影重作之一。以最痛快的方式，直面黑暗，相信黑暗。
★★★☆，我是怀疑看惯了超级英雄的人随便看到影片讲点道理都把持不住。哈维的黑化莫名其妙。维护黑化后哈维的形象，英雄背锅的这种事小时候看《萧十一郎》就见识过了，有什么值得拿出来说的？影片最大的亮点还是在小丑的表演上。
看的我下巴快掉下来了。。。。
"韦恩如何能在这个世界的疯狂中保持一颗蝙蝠侠的心呢？这对于我来说是个未解之谜。地区检查官尽管不幸，但和韦恩比差远了。
可不可以把韦恩也理解为小丑那样的偏执狂呢？"
刚刚看完。开头1/4时候睡了一会儿，醒来边吃东西边继续看。冗长的故事情节、大段的说教、被夸大到极限的小丑能量、抛硬币的愚蠢习惯、喋喋不休得令人生厌的小丑整合成IMDB排名第十、被很多人奉若神明的片子。
我觉得没有第一部好，第一部比较从容。这部想表达许多东西，反而乱了手脚。
好看到几乎要晕过去。这TM才是真正的超级英雄电影啊，如此深沉、炙热。“他不仅仅只是超级英雄，他想比超级英雄做的更多。”最孤独的超级英雄，以及最富魅力的反派。无可替代、无与伦比。希斯·莱杰饰演的“小丑”，是有史以来最出色的反派。颠狂、自由，又极具悲剧性，堪称“蝙蝠侠”的“一体两面”。
The hero we deserve.
如果没了小丑，这部电影真的会黯然失色不少。
看短评区，好像进了个夸夸群~
看电影过程中一直困扰我的是小丑怎么完成诸多不可能的任务？他真是天仙下凡，只看到结果不解释过程。如果这个问题不解决的话，这电影的根基在哪呢？
这是一部我无法客观评价的电影。爱了你很久，但你的电影我从来不敢看，你的图片从不经常翻，你的新闻现在也不会再有了。因为你的表演，让其他角色都黯然失色，看着你在银屏上癫狂的时刻，这是你的巅峰，也是最后的一次。我甚至恨你，被小丑夺走了生命。我只是突然想起你，想再看看你。
蝙蝠侠版的铁血丹心！即便蝙蝠侠真的没有了抵抗能力，任他宰割时，他会放弃。或者，他会杀掉这个蝙蝠侠，然后再去找一个蝙蝠侠去杀。如果这个世界上只有一个蝙蝠侠的话，他会舍不得杀的。这不只是为了不断斗下去而活在“一个不那么无聊的世界”，也是他内心深处那个小男孩的一点微弱而坚定的呼声。
补了一年美漫再回来看黑暗骑士，终于明白经典为什么是常看常新。没有读过蝙蝠侠，你无法理解蝙蝠侠不杀原则，没有读过小丑和致命玩笑，你不明白蝙蝠侠和小丑是一枚硬币的两面。这部电影有巨大的背景门槛（诺兰对于蝙蝠侠和小丑的理解令人惊叹），条目下的长短评论基本是瞎扯，大多只浮于表面
对于这样的电影还能说什么呢...5星已经无法表达我对他的赞美了
最好的漫画英雄电影之一。
唏嘘感叹，泪流满面
才看了一半 这片子让人感觉太压力了 确实非常好看 编剧简直是疯子！
知道诺兰擅长烧脑类电影，没想到动作大片也如此带感。主角蝙蝠侠演的很好，但发挥空间不大。反派小丑很变态，获得奥斯卡最佳男配实至名归。卢修斯和阿福是蝙蝠侠的左膀右臂，都是超级熟悉的实力派。人们津津乐道英雄的风采，却不知英雄的无奈。
too much bugs
以后还会看很多诺兰电影，但这是第一次也是最后一次在IMAX银幕上看到希斯·莱杰。罪恶从未如此华丽。
太喜欢小丑了
诺兰是个侠客。
虽然是老套的超级英雄主题，但关于人性善与恶、正义与法律悖论的思考非常深刻
个人还是比较偏爱前传1，但是2里船上那段戏确实是蝙蝠侠系列所有真人翻拍电影的最高峰…很多人都喜欢这个版本的小丑和阿福，而我恰恰觉得这两个角色不尽如人意，不是演员演技不行的原因；Joker因为剧本和台词的关系狠辣有余但幽默不足，阿福则是因为演员太有气场故使老管家这个角色看起来太过强势…
要么跟随蝙蝠侠，要么向小丑倒戈。有一天我面对这个世界，突然间想要吐。
作为诺兰吹贝尔颜粉必须给五星，很纯熟的商业片，除去商业片元素之外还有些能打动人心的部分
1.无与伦比的黑暗！2.节奏控制得很好；3.恶意成为兴趣、无差别残杀结合在一起，那才是真正的恐怖，是人性里最黑暗的部分。
何谓正义？文明社会无法回避的问题，本片让人陷入漫长的沉思。
最强的人类——蝙蝠侠。虽然是超级英雄片儿，诺兰却把它拍出了人文气质，同类题材的真的会很难超越
希斯莱杰表演很精彩！+1
私以为蝙蝠侠是一众超级英雄电影里最有深度的一部，非常有讽刺意义
曾经力压The Godfather的IMDb第一猛片 久久无法平静 最喜爱的superhero movie 其实决不仅仅是一部superhero movie Heath Ledger演得令人意外地好 两艘船的引爆很揪心 投硬币定生死让人想起No Country for Old Men
人性悖论
最让人叫绝的就是两艘船上的人们做的选择，人性没有那么好，也绝没有那么坏。还是要说诺兰出品，必属精品，这不是简单的超级英雄片，还有对人性的探讨。
爽爆了！！！
完美诠释GRAVITY.
小丑一人，就值得满分
看过最多遍的电影！
缀好的蝙蝠电影。没有之一。
三部曲2>1>3，此片最富戏剧冲突，对人性的拷问也最具深度，也可以预测其没落的征兆，因此即使在没看过之前两部的情况下，依然能感受到第三部的无力和无奈，不过再回过头去看，也理解了其中的悲凉和力不从心；平行线非常漂亮，不过最完美的当数小丑，每个人心中不敢直面的阴影和恐惧。
BJIFF 2018 Day3 金逸大悦城2号厅，TDK十周年，总算补上大银幕，无需多言！多年以后仍旧是同类型难以逾越的巅峰，超英漫改题材范畴能有的都有了。不能有了也有了。十年以后依然屹立不倒！DC有这一部就够留名，话说JNH配乐明明贡献不小，怎么老被无视。
【9.4】5.5.2016重温！千言万语说不尽我对黑骑的爱，从这部开始入的DC坑，爱上美漫，爱上蝙蝠侠。感谢诺兰拍出了这么棒的作品，特别现在看来，如果没有三部曲撑腰DC会被嘲讽成什么样子。TDK完全值得给满分，不过这部没有太多情感的渲染，感觉还是扣点分吧。
其实我想说，小丑说的话多半是真理I try to show the schemers how pathetic their attempts to control things really are. its a funny world we live in
小丑与电锯狂人之对比
看短评区，好像进了个夸夸群~
无法言说的伟大电影，莱杰版的小丑真是魔鬼附身一般的演技！
4.5 唯一的败笔大概是双面人的转变太过突兀了 把超级英雄电影拍得如此深刻又悲怆都没能提名81届奥斯卡的BP和BD 学院也是有点可悲
"希夫列特遗作 - 伟大之作,与其在文艺片里奋战,不如像这样提升商业片的水准! -  光明与黑暗是同一个人的两张脸"
不是脑残粉也觉得这片子拍得实在是好
正气与狂气碰撞交织，冲破底线人性畸变，转折层层突进，多重高潮共鸣。通过小丑催生堕落的双面人，通过哈维鼓舞奋起的哥谭市，三艘船构建猜疑链，同样生杀在握却走向不同于自然选择号的结局，给予了蝙蝠侠背负起罪名的意义，结尾将小丑赚走的风头一把抢回，老爷赛高!
这次从头到尾彻彻底底地重看了一遍，以前看是被小丑吸引，后来看是被蝙蝠侠所感动，现在看有一种感觉是诺兰剪辑后本来应该有四小时长的，后来硬是剪成这样，但居然无尿点，赞。每次再看都有新的感慨。
這部電影的主角是Joker。最後兩艘渡輪互相決斗的情節設計真神來之筆啊。
刚刚看到说，这个片子里有陈冠希，你们发现了么？我怎么一点印象都没有！要不要再看一遍呢！好犹豫，如果他是去拍照的，那不是很亏么！唉！
蝙蝠侠为小丑点燃最后的烟花。★★★★★
看电影过程中一直困扰我的是小丑怎么完成诸多不可能的任务？他真是天仙下凡，只看到结果不解释过程。如果这个问题不解决的话，这电影的根基在哪呢？
too much bugs
很久之前看了一半没看完，就记得整部电影的色调都是黑乎乎看得人太压抑，这次终于分两次看完，然后更压抑了。
HEATH LEDGER..............................I LOVE U!!!!!!!!!
重看一遍，想起王尔德的一句话：把人分成好的与坏的是荒谬的，人要么迷人，要么乏味。小丑就是那个迷人有趣的人，而蝙蝠侠不仅弱爆了，还很乏味。我真的是三观不正吗。 另外小丑看到船竟然没炸的时候，他应该是感到一种巨大的怅然若失吧。
女猪脚丑死了！Aaron Eckhart帅的让人崩溃！整个故事还是显得矫情，过于主旋律
暗黑英雄最强力作！
不错的大片，但显然不能算有史以来最好的大片，这么说就过誉了。
成功原因：諾蘭兄弟（10%）+法蘭克米勒（10%）+華納公司放手一搏的膽識（80%）
诺兰经典无法超越，燃cry+1。
对于孤寂与绝望有着腐蚀性的刻画，在小丑诡异疯狂的思维逻辑下，其实有着对世态最精明深刻的透视，人性两面翻飞颠仆，神速地侵吞着信仰与底线。蝙蝠侠这一次浓重的阴郁、无助与动摇，无不是为他百炼成钢铺就一种可能。坐等下一部神话的重塑。（MG是我所好，但Rachel换人还是不惯。又话说，有冠希哎。）
英雄总是寂寞的，罪犯却从不缺帮凶。还是普通人最幸福，生活在粉饰的太平中。
不多说，这是一部伟大的电影。
所谓英雄，难的不是在高楼挺立抱着救来的美人受万人敬仰，而是为世人之福祉，担得起所有的唾弃、怪责与嘲弄。
随着超级英雄片批量下线，越发怀念这部
蝙蝠侠不同于英雄系列电影的地方在于，让人体会到更多关于黑暗关于人性的诠释。诺兰对人物个性色彩的刻画和内心动作的表达淋漓尽致。至于大场面又完全不亚于其他英雄大片。
快餐电影也开始走向牛逼了
第一次看是高三时躲被窝在小MP4上看的；第二次看是“蝙蝠侠大战中国国宝”事件时在电脑上看；如今终于在IMAX银幕圆满三刷。航拍镜头大场面都是16:9的数字IMAX满屏画幅，加上高潮迭起的剧情、小丑的绝佳演技、汉斯寂寞的鼓点配乐、DC粉丝的五度鼓掌欢呼，营造出年度最佳最爽最HIGH最震撼观影效果！
喜欢里面的配角小丑就像喜欢《无耻混蛋》里面的配角纳粹军官一样。
这种类型的片子不适合我。如果不是为了尊重导演，差点看一半就退出了。就因为自己喜欢的人死了，立刻从光明骑士变成terminator了，难道就为了突出小丑智商1200么？好弱智的片子。
Christopher Nolan似乎总是想把人性最黑暗的一面展露在众人面前，让人无法逃避无法不面对
电影塑造了最经典的蝙蝠侠形象，还有史上最成功的反派之一小丑。这也是演员希斯莱杰生前最后一部作品。
"回看第二十一遍！每当有朋友没看过，我都会带着他重看一遍。因为每一句台词都是有用的，剧情从头到尾都是连贯的，所以每次都有新的发现。尽管一个榜单一个标准，在我心里这永远是影史第一！
P.S. 20190108 之前一直想不通为什么瑞秋会搭上一个光明骑士，今天想通了，因为黑暗骑士晚上老往外跑......"
从没有一部商业电影可以做到这种高度，也許說這是一部商業片是在侮辱這部電影了。小丑这个人物无疑是美国超级英雄系列电影里最伟大的反派，希斯萊傑毫無疑問已經超越演技同樣神級別的傑克尼克爾森了，希望他R.I.P..諾蘭用他黑暗風格加一個一個虛構的哥譚市完美呈現出人性的光明和黑暗，詳見三位主人公
诶，我还是觉得老爷比较帅啊，小丑什么不是我的菜呢(嘻嘻) 
个人缘故，特别喜欢这种片子的质感。各方面处理的都很到位，引人深思
抑或舍身取义，抑或长生久视，坐等与恶人为伍……你们将来追捕我，你们将来审判我，你们会让我恶名远扬，因为那本来就是你们的职责所在。因为有时候，真相是远远不够的，有时候人们需要得到更多，有时候人们应该得到他们对于信仰的回报……他是沉静中的守护者，一位警觉的卫士，黑暗中的骑士。
商业式的古典戏剧，重要的是，身临其境
奇怪的是诺兰之前居然没人想到胶片IMAX相机可以用来拍剧情片
又看了一遍，到后半段，还是会感觉累。觉得Christopher Nolan几乎被自己过于庞大的叙事吞噬掉似的。 
我从小梦想做大英雄 长大后梦的破碎并非我无法成为英雄而是 这儿根本没有英雄 这个世界上从来没有人堪称英雄 在此之前没有 但 也正是因此 我们有了抛开过往一切所有有关英雄的定义 重新开辟一个新的有关英雄的词条 属于每一个人自己的词条
资料馆2011.1.6 我就想说，也太壮观了吧，600人的大厅呀！踩着人头坐过道台阶上看的。
诺兰成功的将一部超级英雄电影极尽升华，在正邪交锋中，用以探讨人性，用以诠释选择，将商业与文艺完美结合，将蝙蝠侠从失落的泥潭中拉起，塑造出了超英电影一个前无古人后无来者的巅峰，精彩到无以复加！由此诺兰便成为了我最喜欢的导演，没有之一
这是我见过的最好的漫画英雄电影，而Heath Ledger让电影更上一层楼……
无尽的黑暗
我心目中的最佳商业片之一。
1:向希斯莱杰致敬，如果没有他的精彩演出，前传2不能成为经典；2：向导演致敬，他颠覆了一个传统，他改革了一种电影叙述方式，或者说，他更加发掘人性。诺兰直接升华了商业和艺术的结合，使得片子如此的完美。8.8
黑暗、黑暗、黑暗
"在第一部冗长的铺垫和热身之后，诺兰终于放开手脚，让蝙蝠侠2脱离了多年来漫画超人大片的乏味套路。小丑这一角色的成功塑造，使这部片的内容甚至胜过形式，变得真正有料可挖起来。只不过，我真是受够150分钟的电影了，观影舒适度在90分钟后就开始逐渐下降，如今难道都没人崇尚""短小精悍""了吗？！"
【重温】看了无数遍，结局仍然看哭。环环相扣，引人入胜。几乎大部分台词都有所铺垫且耐人寻味。更别提及其出色的人物设定，最爱的蝙蝠侠，最经典的反派。如果可以打一百颗星就好了。
神作
两小无猜的人儿到了第二集也换。换的太频繁了点儿吧
希斯·莱杰创造了影史上绝无仅有的坏角色，一个集高智商、组织力、悲剧命运和变态人格于一身的怪异人物。开场镜头从远处推进到摩天大楼的玻璃窗，一枪爆裂，行动开始，低角度先拍小丑手中的面具……好开头。
诺兰归来，尽显王者风范；小丑登基，我们拭目以待！
现实世界中的暧昧性让很多真正的好人必须去做一些坏事；但是虚构世界中的蝙蝠侠虽然声名不好做的却全是好事。两者都保留了事实的复杂性，但是前者是现实的，后者是理想的。蝙蝠侠只能是一个理想中的英雄，市民对他的误解其实更强化了他的英雄形象。小丑的形象则没那么含混，他不考验伪善，他考验真善。
平平淡淡…不过导演告诉我们，如果正派的男主不够帅，他早晚要变成反派的。
竟能把美式大片拍成这样，我已无话可说。
第一次看的时候吓到了，给了三星，缓过来以后回味了一下给了四星，看完第三部回头再看一遍，一对比，给了五星。
可惜大陆未公映，没有大屏幕前欣赏。对人性的拷问直击人心，太经典，小丑也是。
#BJIFF# 回溯了一下这是我完整看完的第四遍（部分片段看过次数数不清了），IMAX4K的配置，全场集中鼓掌六次，分别是影院黑灯、小丑出场（伴有高声尖叫与欢呼）、结尾随寂寞神配乐出片名黑暗骑士、字幕出西斯莱杰、字幕出诺兰、全片字幕滚动完毕。相信黑暗骑士的荣耀，仍将震撼我的余生。
暗黑度不如预想，很多地方很顾及大局地正义了。但镜头极流畅，比赤壁还长的片子进度又快，居然没有任何仓促感也没有时间感，直到看完才反应过来。老演员们都是人精啊。
希斯莱杰今天离开十年了
我以为蝙蝠侠会摘下面罩，和哈维坦诚相见，但是他没有。祝愿每个伟大的斗士，在领受痛苦的同时，都能收获一份幸福。
"现在想来网上常说的那几句“不是蝙蝠侠赢了，而是小丑不想玩了”，“希斯莱杰之后再无小丑”，这之类的话就是bullshit。
是超英天花板没错了。"
黑暗颠覆 燃烧票房 完美谢幕
Christopher Nolan从没让我失望过
以后无法再忍受烂片了……
莱杰极致的完美演出让影片中所有角色黯淡失色，诺兰这次把写实犯罪风发挥到极致，蝙蝠侠成了只是披上披风头盔盔甲和一堆高科技的普通人，tdk中依旧由季默和纽顿霍华德作曲。无可挑剔的剧本、登峰造极的演技、近乎完美的配乐，商业电影的极高境界，诺兰把商业电影结合艺术让这部商业电影有一半是文艺片
那些杀不了你的东西，会让你变的很奇怪。
他不要钱，不要名利，甚至不要命。他永远在脸上涂着厚重的油彩，却一直要求另一个人摘下面具。他从来都没想过要杀他，他想要的是被他亲手杀死。他在夜空中仰望他，命悬一线，我们注定了一直这样纠缠下去，情牵一线。忘掉那个口是心非的女人吧，忘掉那个道貌岸然的男人吧，只有小丑才是最懂蝙蝠侠的人
莱杰版的小丑，再创银幕经典
"果然是系列最佳，燃爆。Because he's not a hero. He is a silent guardian, a wachful protector, a dark knight."
我不是粉啦
看了快版……经典的好莱坞范式啊……小丑的表演有点过。
88/100 第二遍看还是cry了
个人观影感觉上，没有其他推荐人说得那么经典，没有超能力的蝙蝠侠前传电影真心不科幻，但还是相当不错的犯罪电影。实体正义和程序正义的关系问题也一直是超级英雄电影要涉及的内容。
人往往很难客观评价一个“神”，美好的人最好完美无缺，否则他的罪是错，他的好也全都错了，所以有那么多的彻底否定和粉碎，所以有那么多英雄的献祭。只允许赞美有问题，只知道彻底否定也好不到哪里去。可人群里，大多数人不正是这样？
【第81届（2009）奥斯卡最佳男配角】为英年早逝的Heath Ledger，为小丑，为能把《断背山》里的俊美男子整成小丑这般怪胎样的造型师。
2008年度电影！2018.04.14@CBD万达 IMAX版重温，激动湿了。
这片我好象没看完全，下次记得再下载
最喷血的是居然有陈冠希打酱油。。。。吐血。。。
蝙蝠侠不是这个电影的主角，小丑才是。
牛逼
3星+希斯莱杰
打斗场面略显平淡，小丑确实厉害……
自我认知迭代三次后 就诺兰和希斯莱杰塑造的小丑真是右翼自大傲慢独裁 同理蝙蝠侠 所以在肯洛奇面前诺兰就是要不得的 被批判的 
太喜欢这集了！为 Heath Ledger 的“小丑”加一星。准备把 Christian Bale 的片子都看齐。 
T T
内涵什么的我看不出来，我就是被各种炫目各种闹腾折服了
失望有点
新的一集终于平反了…还立了塑像…
老规矩，复习一下上一部!下周找个时间去看黑暗骑士的崛起。
